title,amount,date,category
Transaction2 on Transportation,179.0,"Sun, Nov 26, 2023",Transportation
Transaction3 on Fitness,115.0,"Sun, Nov 26, 2023",Fitness
Transaction4 on Entertainment,181.0,"Sun, Nov 26, 2023",Entertainment
Transaction5 on Entertainment,31.0,"Sun, Nov 26, 2023",Entertainment
Transaction6 on Transportation,72.0,"Sun, Nov 26, 2023",Transportation
Transaction7 on Shopping,83.0,"Sun, Nov 26, 2023",Shopping
Transaction8 on Food,175.0,"Sun, Nov 26, 2023",Food
Transaction9 on Food,15.0,"Sun, Nov 26, 2023",Food
Transaction10 on Food,156.0,"Sun, Nov 26, 2023",Food
Transaction11 on Fitness,84.0,"Sun, Nov 26, 2023",Fitness
Transaction12 on Food,136.0,"Sun, Nov 26, 2023",Food
Transaction13 on Shopping,169.0,"Sun, Nov 26, 2023",Shopping
Transaction14 on Fitness,85.0,"Sun, Nov 26, 2023",Fitness
Transaction15 on Transportation,199.0,"Sun, Nov 26, 2023",Transportation
Transaction16 on Entertainment,101.0,"Sun, Nov 26, 2023",Entertainment
Transaction17 on Transportation,197.0,"Sun, Nov 26, 2023",Transportation
Transaction18 on Entertainment,43.0,"Sun, Nov 26, 2023",Entertainment
Transaction19 on Entertainment,109.0,"Sun, Nov 26, 2023",Entertainment
Transaction20 on Shopping,163.0,"Sun, Nov 26, 2023",Shopping
Transaction1 on Entertainment,69.0,"Mon, Nov 27, 2023",Entertainment
Transaction2 on Fitness,58.0,"Mon, Nov 27, 2023",Fitness
Transaction3 on Transportation,151.0,"Mon, Nov 27, 2023",Transportation
Transaction4 on Shopping,8.0,"Mon, Nov 27, 2023",Shopping
Transaction5 on Fitness,197.0,"Mon, Nov 27, 2023",Fitness
Transaction6 on Transportation,71.0,"Mon, Nov 27, 2023",Transportation
Transaction7 on Entertainment,152.0,"Mon, Nov 27, 2023",Entertainment
Transaction8 on Food,5.0,"Mon, Nov 27, 2023",Food
Transaction9 on Food,19.0,"Mon, Nov 27, 2023",Food
Transaction10 on Fitness,20.0,"Mon, Nov 27, 2023",Fitness
Transaction11 on Transportation,40.0,"Mon, Nov 27, 2023",Transportation
Transaction12 on Food,160.0,"Mon, Nov 27, 2023",Food
Transaction13 on Fitness,158.0,"Mon, Nov 27, 2023",Fitness
Transaction14 on Food,179.0,"Mon, Nov 27, 2023",Food
Transaction15 on Food,107.0,"Mon, Nov 27, 2023",Food
Transaction16 on Transportation,27.0,"Mon, Nov 27, 2023",Transportation
Transaction17 on Entertainment,111.0,"Mon, Nov 27, 2023",Entertainment
Transaction18 on Food,88.0,"Mon, Nov 27, 2023",Food
Transaction19 on Shopping,138.0,"Mon, Nov 27, 2023",Shopping
Transaction20 on Food,81.0,"Mon, Nov 27, 2023",Food
Transaction1 on Transportation,174.0,"Tue, Nov 28, 2023",Transportation
Transaction2 on Fitness,107.0,"Tue, Nov 28, 2023",Fitness
Transaction3 on Fitness,54.0,"Tue, Nov 28, 2023",Fitness
Transaction4 on Entertainment,159.0,"Tue, Nov 28, 2023",Entertainment
Transaction5 on Fitness,62.0,"Tue, Nov 28, 2023",Fitness
Transaction6 on Transportation,144.0,"Tue, Nov 28, 2023",Transportation
Transaction7 on Food,197.0,"Tue, Nov 28, 2023",Food
Transaction8 on Food,24.0,"Tue, Nov 28, 2023",Food
Transaction9 on Entertainment,80.0,"Tue, Nov 28, 2023",Entertainment
Transaction10 on Fitness,32.0,"Tue, Nov 28, 2023",Fitness
Transaction11 on Fitness,89.0,"Tue, Nov 28, 2023",Fitness
Transaction12 on Entertainment,166.0,"Tue, Nov 28, 2023",Entertainment
Transaction13 on Fitness,75.0,"Tue, Nov 28, 2023",Fitness
Transaction14 on Food,69.0,"Tue, Nov 28, 2023",Food
Transaction15 on Transportation,176.0,"Tue, Nov 28, 2023",Transportation
Transaction16 on Entertainment,37.0,"Tue, Nov 28, 2023",Entertainment
Transaction17 on Shopping,11.0,"Tue, Nov 28, 2023",Shopping
Transaction18 on Transportation,46.0,"Tue, Nov 28, 2023",Transportation
Transaction19 on Food,50.0,"Tue, Nov 28, 2023",Food
Transaction20 on Transportation,161.0,"Tue, Nov 28, 2023",Transportation
Transaction1 on Shopping,37.0,"Wed, Nov 29, 2023",Shopping
Transaction2 on Food,33.0,"Wed, Nov 29, 2023",Food
Transaction3 on Food,58.0,"Wed, Nov 29, 2023",Food
Transaction4 on Food,106.0,"Wed, Nov 29, 2023",Food
Transaction5 on Entertainment,12.0,"Wed, Nov 29, 2023",Entertainment
Transaction6 on Fitness,186.0,"Wed, Nov 29, 2023",Fitness
Transaction7 on Entertainment,147.0,"Wed, Nov 29, 2023",Entertainment
Transaction8 on Food,192.0,"Wed, Nov 29, 2023",Food
Transaction9 on Shopping,37.0,"Wed, Nov 29, 2023",Shopping
Transaction10 on Shopping,44.0,"Wed, Nov 29, 2023",Shopping
Transaction11 on Fitness,69.0,"Wed, Nov 29, 2023",Fitness
Transaction12 on Transportation,102.0,"Wed, Nov 29, 2023",Transportation
Transaction13 on Transportation,104.0,"Wed, Nov 29, 2023",Transportation
Transaction14 on Fitness,33.0,"Wed, Nov 29, 2023",Fitness
Transaction15 on Fitness,167.0,"Wed, Nov 29, 2023",Fitness
Transaction16 on Transportation,6.0,"Wed, Nov 29, 2023",Transportation
Transaction17 on Food,91.0,"Wed, Nov 29, 2023",Food
Transaction18 on Food,195.0,"Wed, Nov 29, 2023",Food
Transaction19 on Shopping,113.0,"Wed, Nov 29, 2023",Shopping
Transaction20 on Food,172.0,"Wed, Nov 29, 2023",Food
Transaction1 on Food,24.0,"Thu, Nov 30, 2023",Food
Transaction2 on Food,30.0,"Thu, Nov 30, 2023",Food
Transaction3 on Fitness,81.0,"Thu, Nov 30, 2023",Fitness
Transaction4 on Entertainment,20.0,"Thu, Nov 30, 2023",Entertainment
Transaction5 on Shopping,108.0,"Thu, Nov 30, 2023",Shopping
Transaction6 on Food,112.0,"Thu, Nov 30, 2023",Food
Transaction7 on Fitness,52.0,"Thu, Nov 30, 2023",Fitness
Transaction8 on Food,178.0,"Thu, Nov 30, 2023",Food
Transaction9 on Fitness,93.0,"Thu, Nov 30, 2023",Fitness
Transaction10 on Entertainment,10.0,"Thu, Nov 30, 2023",Entertainment
Transaction11 on Fitness,183.0,"Thu, Nov 30, 2023",Fitness
Transaction12 on Transportation,82.0,"Thu, Nov 30, 2023",Transportation
Transaction13 on Entertainment,24.0,"Thu, Nov 30, 2023",Entertainment
Transaction14 on Fitness,122.0,"Thu, Nov 30, 2023",Fitness
Transaction15 on Entertainment,67.0,"Thu, Nov 30, 2023",Entertainment
Transaction16 on Food,168.0,"Thu, Nov 30, 2023",Food
Transaction17 on Food,158.0,"Thu, Nov 30, 2023",Food
Transaction18 on Transportation,127.0,"Thu, Nov 30, 2023",Transportation
Transaction19 on Shopping,80.0,"Thu, Nov 30, 2023",Shopping
Transaction20 on Transportation,45.0,"Thu, Nov 30, 2023",Transportation
Transaction1 on Fitness,158.0,"Fri, Dec 01, 2023",Fitness
Transaction2 on Fitness,45.0,"Fri, Dec 01, 2023",Fitness
Transaction3 on Fitness,116.0,"Fri, Dec 01, 2023",Fitness
Transaction4 on Fitness,71.0,"Fri, Dec 01, 2023",Fitness
Transaction5 on Food,16.0,"Fri, Dec 01, 2023",Food
Transaction6 on Shopping,60.0,"Fri, Dec 01, 2023",Shopping
Transaction7 on Entertainment,29.0,"Fri, Dec 01, 2023",Entertainment
Transaction8 on Transportation,55.0,"Fri, Dec 01, 2023",Transportation
Transaction9 on Transportation,49.0,"Fri, Dec 01, 2023",Transportation
Transaction10 on Entertainment,83.0,"Fri, Dec 01, 2023",Entertainment
Transaction11 on Transportation,199.0,"Fri, Dec 01, 2023",Transportation
Transaction12 on Food,139.0,"Fri, Dec 01, 2023",Food
Transaction13 on Food,90.0,"Fri, Dec 01, 2023",Food
Transaction14 on Shopping,112.0,"Fri, Dec 01, 2023",Shopping
Transaction15 on Shopping,70.0,"Fri, Dec 01, 2023",Shopping
Transaction16 on Entertainment,91.0,"Fri, Dec 01, 2023",Entertainment
Transaction17 on Transportation,15.0,"Fri, Dec 01, 2023",Transportation
Transaction18 on Entertainment,196.0,"Fri, Dec 01, 2023",Entertainment
Transaction19 on Shopping,50.0,"Fri, Dec 01, 2023",Shopping
Transaction20 on Transportation,131.0,"Fri, Dec 01, 2023",Transportation
Transaction1 on Transportation,188.0,"Sat, Dec 02, 2023",Transportation
Transaction2 on Food,62.0,"Sat, Dec 02, 2023",Food
Transaction3 on Fitness,177.0,"Sat, Dec 02, 2023",Fitness
Transaction4 on Transportation,104.0,"Sat, Dec 02, 2023",Transportation
Transaction5 on Shopping,57.0,"Sat, Dec 02, 2023",Shopping
Transaction6 on Transportation,130.0,"Sat, Dec 02, 2023",Transportation
Transaction7 on Food,135.0,"Sat, Dec 02, 2023",Food
Transaction8 on Shopping,35.0,"Sat, Dec 02, 2023",Shopping
Transaction9 on Transportation,42.0,"Sat, Dec 02, 2023",Transportation
Transaction10 on Shopping,62.0,"Sat, Dec 02, 2023",Shopping
Transaction11 on Food,159.0,"Sat, Dec 02, 2023",Food
Transaction12 on Fitness,71.0,"Sat, Dec 02, 2023",Fitness
Transaction13 on Food,151.0,"Sat, Dec 02, 2023",Food
Transaction14 on Fitness,111.0,"Sat, Dec 02, 2023",Fitness
Transaction15 on Fitness,179.0,"Sat, Dec 02, 2023",Fitness
Transaction16 on Fitness,185.0,"Sat, Dec 02, 2023",Fitness
Transaction17 on Food,44.0,"Sat, Dec 02, 2023",Food
Transaction18 on Fitness,42.0,"Sat, Dec 02, 2023",Fitness
Transaction19 on Food,192.0,"Sat, Dec 02, 2023",Food
Transaction20 on Shopping,58.0,"Sat, Dec 02, 2023",Shopping
Transaction1 on Entertainment,87.0,"Sun, Dec 03, 2023",Entertainment
Transaction2 on Shopping,35.0,"Sun, Dec 03, 2023",Shopping
Transaction3 on Fitness,66.0,"Sun, Dec 03, 2023",Fitness
Transaction4 on Food,76.0,"Sun, Dec 03, 2023",Food
Transaction5 on Food,130.0,"Sun, Dec 03, 2023",Food
Transaction6 on Food,41.0,"Sun, Dec 03, 2023",Food
Transaction7 on Fitness,98.0,"Sun, Dec 03, 2023",Fitness
Transaction8 on Shopping,139.0,"Sun, Dec 03, 2023",Shopping
Transaction9 on Fitness,129.0,"Sun, Dec 03, 2023",Fitness
Transaction10 on Food,163.0,"Sun, Dec 03, 2023",Food
Transaction11 on Entertainment,197.0,"Sun, Dec 03, 2023",Entertainment
Transaction12 on Food,200.0,"Sun, Dec 03, 2023",Food
Transaction13 on Transportation,38.0,"Sun, Dec 03, 2023",Transportation
Transaction14 on Fitness,137.0,"Sun, Dec 03, 2023",Fitness
Transaction15 on Shopping,190.0,"Sun, Dec 03, 2023",Shopping
Transaction16 on Fitness,86.0,"Sun, Dec 03, 2023",Fitness
Transaction17 on Transportation,101.0,"Sun, Dec 03, 2023",Transportation
Transaction18 on Entertainment,62.0,"Sun, Dec 03, 2023",Entertainment
Transaction19 on Shopping,141.0,"Sun, Dec 03, 2023",Shopping
Transaction20 on Shopping,75.0,"Sun, Dec 03, 2023",Shopping
Transaction1 on Shopping,27.0,"Mon, Dec 04, 2023",Shopping
Transaction2 on Entertainment,104.0,"Mon, Dec 04, 2023",Entertainment
Transaction3 on Entertainment,66.0,"Mon, Dec 04, 2023",Entertainment
Transaction4 on Food,7.0,"Mon, Dec 04, 2023",Food
Transaction5 on Fitness,84.0,"Mon, Dec 04, 2023",Fitness
Transaction6 on Shopping,169.0,"Mon, Dec 04, 2023",Shopping
Transaction7 on Food,137.0,"Mon, Dec 04, 2023",Food
Transaction8 on Fitness,37.0,"Mon, Dec 04, 2023",Fitness
Transaction9 on Food,186.0,"Mon, Dec 04, 2023",Food
Transaction10 on Entertainment,109.0,"Mon, Dec 04, 2023",Entertainment
Transaction11 on Shopping,53.0,"Mon, Dec 04, 2023",Shopping
Transaction12 on Food,186.0,"Mon, Dec 04, 2023",Food
Transaction13 on Food,14.0,"Mon, Dec 04, 2023",Food
Transaction14 on Food,190.0,"Mon, Dec 04, 2023",Food
Transaction15 on Entertainment,124.0,"Mon, Dec 04, 2023",Entertainment
Transaction16 on Fitness,164.0,"Mon, Dec 04, 2023",Fitness
Transaction17 on Entertainment,7.0,"Mon, Dec 04, 2023",Entertainment
Transaction18 on Food,187.0,"Mon, Dec 04, 2023",Food
Transaction19 on Entertainment,112.0,"Mon, Dec 04, 2023",Entertainment
Transaction20 on Transportation,119.0,"Mon, Dec 04, 2023",Transportation
Transaction1 on Transportation,132.0,"Tue, Dec 05, 2023",Transportation
Transaction2 on Transportation,95.0,"Tue, Dec 05, 2023",Transportation
Transaction3 on Fitness,66.0,"Tue, Dec 05, 2023",Fitness
Transaction4 on Fitness,88.0,"Tue, Dec 05, 2023",Fitness
Transaction5 on Fitness,20.0,"Tue, Dec 05, 2023",Fitness
Transaction6 on Shopping,42.0,"Tue, Dec 05, 2023",Shopping
Transaction7 on Food,92.0,"Tue, Dec 05, 2023",Food
Transaction8 on Shopping,103.0,"Tue, Dec 05, 2023",Shopping
Transaction9 on Transportation,137.0,"Tue, Dec 05, 2023",Transportation
Transaction10 on Transportation,144.0,"Tue, Dec 05, 2023",Transportation
Transaction11 on Entertainment,74.0,"Tue, Dec 05, 2023",Entertainment
Transaction12 on Food,157.0,"Tue, Dec 05, 2023",Food
Transaction13 on Food,62.0,"Tue, Dec 05, 2023",Food
Transaction14 on Transportation,13.0,"Tue, Dec 05, 2023",Transportation
Transaction15 on Transportation,197.0,"Tue, Dec 05, 2023",Transportation
Transaction16 on Food,119.0,"Tue, Dec 05, 2023",Food
Transaction17 on Transportation,14.0,"Tue, Dec 05, 2023",Transportation
Transaction18 on Fitness,177.0,"Tue, Dec 05, 2023",Fitness
Transaction19 on Food,183.0,"Tue, Dec 05, 2023",Food
Transaction20 on Entertainment,134.0,"Tue, Dec 05, 2023",Entertainment
Transaction1 on Fitness,65.0,"Wed, Dec 06, 2023",Fitness
Transaction2 on Fitness,9.0,"Wed, Dec 06, 2023",Fitness
Transaction3 on Food,27.0,"Wed, Dec 06, 2023",Food
Transaction4 on Transportation,108.0,"Wed, Dec 06, 2023",Transportation
Transaction5 on Transportation,197.0,"Wed, Dec 06, 2023",Transportation
Transaction6 on Entertainment,37.0,"Wed, Dec 06, 2023",Entertainment
Transaction7 on Food,135.0,"Wed, Dec 06, 2023",Food
Transaction8 on Entertainment,197.0,"Wed, Dec 06, 2023",Entertainment
Transaction9 on Fitness,155.0,"Wed, Dec 06, 2023",Fitness
Transaction10 on Shopping,168.0,"Wed, Dec 06, 2023",Shopping
Transaction11 on Food,136.0,"Wed, Dec 06, 2023",Food
Transaction12 on Shopping,51.0,"Wed, Dec 06, 2023",Shopping
Transaction13 on Transportation,134.0,"Wed, Dec 06, 2023",Transportation
Transaction14 on Transportation,18.0,"Wed, Dec 06, 2023",Transportation
Transaction15 on Fitness,42.0,"Wed, Dec 06, 2023",Fitness
Transaction16 on Entertainment,142.0,"Wed, Dec 06, 2023",Entertainment
Transaction17 on Transportation,148.0,"Wed, Dec 06, 2023",Transportation
Transaction18 on Shopping,192.0,"Wed, Dec 06, 2023",Shopping
Transaction19 on Fitness,124.0,"Wed, Dec 06, 2023",Fitness
Transaction20 on Transportation,151.0,"Wed, Dec 06, 2023",Transportation
Transaction1 on Entertainment,36.0,"Thu, Dec 07, 2023",Entertainment
Transaction2 on Fitness,151.0,"Thu, Dec 07, 2023",Fitness
Transaction3 on Food,61.0,"Thu, Dec 07, 2023",Food
Transaction4 on Shopping,193.0,"Thu, Dec 07, 2023",Shopping
Transaction5 on Transportation,37.0,"Thu, Dec 07, 2023",Transportation
Transaction6 on Shopping,51.0,"Thu, Dec 07, 2023",Shopping
Transaction7 on Transportation,159.0,"Thu, Dec 07, 2023",Transportation
Transaction8 on Food,161.0,"Thu, Dec 07, 2023",Food
Transaction9 on Entertainment,40.0,"Thu, Dec 07, 2023",Entertainment
Transaction10 on Food,57.0,"Thu, Dec 07, 2023",Food
Transaction11 on Shopping,106.0,"Thu, Dec 07, 2023",Shopping
Transaction12 on Shopping,8.0,"Thu, Dec 07, 2023",Shopping
Transaction13 on Shopping,86.0,"Thu, Dec 07, 2023",Shopping
Transaction14 on Fitness,100.0,"Thu, Dec 07, 2023",Fitness
Transaction15 on Entertainment,152.0,"Thu, Dec 07, 2023",Entertainment
Transaction16 on Transportation,87.0,"Thu, Dec 07, 2023",Transportation
Transaction17 on Shopping,36.0,"Thu, Dec 07, 2023",Shopping
Transaction18 on Transportation,55.0,"Thu, Dec 07, 2023",Transportation
Transaction19 on Shopping,47.0,"Thu, Dec 07, 2023",Shopping
Transaction20 on Shopping,42.0,"Thu, Dec 07, 2023",Shopping
Transaction1 on Fitness,43.0,"Fri, Dec 08, 2023",Fitness
Transaction2 on Fitness,84.0,"Fri, Dec 08, 2023",Fitness
Transaction3 on Transportation,61.0,"Fri, Dec 08, 2023",Transportation
Transaction4 on Shopping,109.0,"Fri, Dec 08, 2023",Shopping
Transaction5 on Entertainment,188.0,"Fri, Dec 08, 2023",Entertainment
Transaction6 on Food,141.0,"Fri, Dec 08, 2023",Food
Transaction7 on Transportation,91.0,"Fri, Dec 08, 2023",Transportation
Transaction8 on Fitness,21.0,"Fri, Dec 08, 2023",Fitness
Transaction9 on Entertainment,127.0,"Fri, Dec 08, 2023",Entertainment
Transaction10 on Transportation,76.0,"Fri, Dec 08, 2023",Transportation
Transaction11 on Fitness,63.0,"Fri, Dec 08, 2023",Fitness
Transaction12 on Shopping,101.0,"Fri, Dec 08, 2023",Shopping
Transaction13 on Entertainment,186.0,"Fri, Dec 08, 2023",Entertainment
Transaction14 on Transportation,22.0,"Fri, Dec 08, 2023",Transportation
Transaction15 on Fitness,33.0,"Fri, Dec 08, 2023",Fitness
Transaction16 on Fitness,25.0,"Fri, Dec 08, 2023",Fitness
Transaction17 on Food,147.0,"Fri, Dec 08, 2023",Food
Transaction18 on Shopping,59.0,"Fri, Dec 08, 2023",Shopping
Transaction19 on Transportation,23.0,"Fri, Dec 08, 2023",Transportation
Transaction20 on Food,73.0,"Fri, Dec 08, 2023",Food
Transaction1 on Shopping,41.0,"Sat, Dec 09, 2023",Shopping
Transaction2 on Transportation,98.0,"Sat, Dec 09, 2023",Transportation
Transaction3 on Shopping,148.0,"Sat, Dec 09, 2023",Shopping
Transaction4 on Entertainment,24.0,"Sat, Dec 09, 2023",Entertainment
Transaction5 on Shopping,185.0,"Sat, Dec 09, 2023",Shopping
Transaction6 on Entertainment,20.0,"Sat, Dec 09, 2023",Entertainment
Transaction7 on Food,78.0,"Sat, Dec 09, 2023",Food
Transaction8 on Transportation,48.0,"Sat, Dec 09, 2023",Transportation
Transaction9 on Transportation,153.0,"Sat, Dec 09, 2023",Transportation
Transaction10 on Transportation,104.0,"Sat, Dec 09, 2023",Transportation
Transaction11 on Food,129.0,"Sat, Dec 09, 2023",Food
Transaction12 on Food,150.0,"Sat, Dec 09, 2023",Food
Transaction13 on Food,118.0,"Sat, Dec 09, 2023",Food
Transaction14 on Shopping,138.0,"Sat, Dec 09, 2023",Shopping
Transaction15 on Fitness,52.0,"Sat, Dec 09, 2023",Fitness
Transaction16 on Shopping,67.0,"Sat, Dec 09, 2023",Shopping
Transaction17 on Fitness,13.0,"Sat, Dec 09, 2023",Fitness
Transaction18 on Transportation,69.0,"Sat, Dec 09, 2023",Transportation
Transaction19 on Entertainment,45.0,"Sat, Dec 09, 2023",Entertainment
Transaction20 on Fitness,27.0,"Sat, Dec 09, 2023",Fitness
Transaction1 on Shopping,30.0,"Sun, Dec 10, 2023",Shopping
Transaction2 on Entertainment,53.0,"Sun, Dec 10, 2023",Entertainment
Transaction3 on Food,156.0,"Sun, Dec 10, 2023",Food
Transaction4 on Entertainment,199.0,"Sun, Dec 10, 2023",Entertainment
Transaction5 on Transportation,116.0,"Sun, Dec 10, 2023",Transportation
Transaction6 on Fitness,172.0,"Sun, Dec 10, 2023",Fitness
Transaction7 on Food,92.0,"Sun, Dec 10, 2023",Food
Transaction8 on Food,9.0,"Sun, Dec 10, 2023",Food
Transaction9 on Transportation,63.0,"Sun, Dec 10, 2023",Transportation
Transaction10 on Food,178.0,"Sun, Dec 10, 2023",Food
Transaction11 on Fitness,188.0,"Sun, Dec 10, 2023",Fitness
Transaction12 on Fitness,21.0,"Sun, Dec 10, 2023",Fitness
Transaction13 on Food,13.0,"Sun, Dec 10, 2023",Food
Transaction14 on Shopping,26.0,"Sun, Dec 10, 2023",Shopping
Transaction15 on Entertainment,113.0,"Sun, Dec 10, 2023",Entertainment
Transaction16 on Fitness,197.0,"Sun, Dec 10, 2023",Fitness
Transaction17 on Food,82.0,"Sun, Dec 10, 2023",Food
Transaction18 on Fitness,80.0,"Sun, Dec 10, 2023",Fitness
Transaction19 on Fitness,100.0,"Sun, Dec 10, 2023",Fitness
Transaction20 on Fitness,197.0,"Sun, Dec 10, 2023",Fitness
Transaction1 on Shopping,32.0,"Mon, Dec 11, 2023",Shopping
Transaction2 on Fitness,110.0,"Mon, Dec 11, 2023",Fitness
Transaction3 on Transportation,158.0,"Mon, Dec 11, 2023",Transportation
Transaction4 on Entertainment,135.0,"Mon, Dec 11, 2023",Entertainment
Transaction5 on Shopping,60.0,"Mon, Dec 11, 2023",Shopping
Transaction6 on Fitness,72.0,"Mon, Dec 11, 2023",Fitness
Transaction7 on Food,139.0,"Mon, Dec 11, 2023",Food
Transaction8 on Fitness,168.0,"Mon, Dec 11, 2023",Fitness
Transaction9 on Transportation,50.0,"Mon, Dec 11, 2023",Transportation
Transaction10 on Entertainment,131.0,"Mon, Dec 11, 2023",Entertainment
Transaction11 on Food,154.0,"Mon, Dec 11, 2023",Food
Transaction12 on Fitness,79.0,"Mon, Dec 11, 2023",Fitness
Transaction13 on Shopping,169.0,"Mon, Dec 11, 2023",Shopping
Transaction14 on Entertainment,77.0,"Mon, Dec 11, 2023",Entertainment
Transaction15 on Entertainment,123.0,"Mon, Dec 11, 2023",Entertainment
Transaction16 on Entertainment,170.0,"Mon, Dec 11, 2023",Entertainment
Transaction17 on Transportation,166.0,"Mon, Dec 11, 2023",Transportation
Transaction18 on Entertainment,41.0,"Mon, Dec 11, 2023",Entertainment
Transaction19 on Fitness,182.0,"Mon, Dec 11, 2023",Fitness
Transaction20 on Shopping,43.0,"Mon, Dec 11, 2023",Shopping
Transaction1 on Entertainment,111.0,"Tue, Dec 12, 2023",Entertainment
Transaction2 on Shopping,58.0,"Tue, Dec 12, 2023",Shopping
Transaction3 on Transportation,112.0,"Tue, Dec 12, 2023",Transportation
Transaction4 on Entertainment,71.0,"Tue, Dec 12, 2023",Entertainment
Transaction5 on Entertainment,198.0,"Tue, Dec 12, 2023",Entertainment
Transaction6 on Shopping,101.0,"Tue, Dec 12, 2023",Shopping
Transaction7 on Food,149.0,"Tue, Dec 12, 2023",Food
Transaction8 on Fitness,116.0,"Tue, Dec 12, 2023",Fitness
Transaction9 on Food,179.0,"Tue, Dec 12, 2023",Food
Transaction10 on Fitness,7.0,"Tue, Dec 12, 2023",Fitness
Transaction11 on Transportation,53.0,"Tue, Dec 12, 2023",Transportation
Transaction12 on Entertainment,118.0,"Tue, Dec 12, 2023",Entertainment
Transaction13 on Shopping,165.0,"Tue, Dec 12, 2023",Shopping
Transaction14 on Fitness,189.0,"Tue, Dec 12, 2023",Fitness
Transaction15 on Food,199.0,"Tue, Dec 12, 2023",Food
Transaction16 on Transportation,5.0,"Tue, Dec 12, 2023",Transportation
Transaction17 on Fitness,53.0,"Tue, Dec 12, 2023",Fitness
Transaction18 on Transportation,58.0,"Tue, Dec 12, 2023",Transportation
Transaction19 on Food,39.0,"Tue, Dec 12, 2023",Food
Transaction20 on Entertainment,80.0,"Tue, Dec 12, 2023",Entertainment
Transaction1 on Fitness,177.0,"Wed, Dec 13, 2023",Fitness
Transaction2 on Fitness,112.0,"Wed, Dec 13, 2023",Fitness
Transaction3 on Transportation,112.0,"Wed, Dec 13, 2023",Transportation
Transaction4 on Food,176.0,"Wed, Dec 13, 2023",Food
Transaction5 on Fitness,158.0,"Wed, Dec 13, 2023",Fitness
Transaction6 on Shopping,68.0,"Wed, Dec 13, 2023",Shopping
Transaction7 on Transportation,17.0,"Wed, Dec 13, 2023",Transportation
Transaction8 on Transportation,81.0,"Wed, Dec 13, 2023",Transportation
Transaction9 on Fitness,100.0,"Wed, Dec 13, 2023",Fitness
Transaction10 on Shopping,130.0,"Wed, Dec 13, 2023",Shopping
Transaction11 on Transportation,137.0,"Wed, Dec 13, 2023",Transportation
Transaction12 on Shopping,35.0,"Wed, Dec 13, 2023",Shopping
Transaction13 on Fitness,52.0,"Wed, Dec 13, 2023",Fitness
Transaction14 on Shopping,100.0,"Wed, Dec 13, 2023",Shopping
Transaction15 on Transportation,119.0,"Wed, Dec 13, 2023",Transportation
Transaction16 on Transportation,54.0,"Wed, Dec 13, 2023",Transportation
Transaction17 on Food,19.0,"Wed, Dec 13, 2023",Food
Transaction18 on Transportation,111.0,"Wed, Dec 13, 2023",Transportation
Transaction19 on Food,83.0,"Wed, Dec 13, 2023",Food
Transaction20 on Fitness,79.0,"Wed, Dec 13, 2023",Fitness
Transaction1 on Shopping,43.0,"Thu, Dec 14, 2023",Shopping
Transaction2 on Transportation,142.0,"Thu, Dec 14, 2023",Transportation
Transaction3 on Transportation,102.0,"Thu, Dec 14, 2023",Transportation
Transaction4 on Fitness,62.0,"Thu, Dec 14, 2023",Fitness
Transaction5 on Fitness,83.0,"Thu, Dec 14, 2023",Fitness
Transaction6 on Entertainment,112.0,"Thu, Dec 14, 2023",Entertainment
Transaction7 on Entertainment,56.0,"Thu, Dec 14, 2023",Entertainment
Transaction8 on Shopping,131.0,"Thu, Dec 14, 2023",Shopping
Transaction9 on Transportation,188.0,"Thu, Dec 14, 2023",Transportation
Transaction10 on Entertainment,64.0,"Thu, Dec 14, 2023",Entertainment
Transaction11 on Fitness,97.0,"Thu, Dec 14, 2023",Fitness
Transaction12 on Food,63.0,"Thu, Dec 14, 2023",Food
Transaction13 on Shopping,167.0,"Thu, Dec 14, 2023",Shopping
Transaction14 on Entertainment,31.0,"Thu, Dec 14, 2023",Entertainment
Transaction15 on Food,12.0,"Thu, Dec 14, 2023",Food
Transaction16 on Entertainment,141.0,"Thu, Dec 14, 2023",Entertainment
Transaction17 on Transportation,109.0,"Thu, Dec 14, 2023",Transportation
Transaction18 on Food,175.0,"Thu, Dec 14, 2023",Food
Transaction19 on Transportation,35.0,"Thu, Dec 14, 2023",Transportation
Transaction20 on Fitness,19.0,"Thu, Dec 14, 2023",Fitness
Transaction1 on Entertainment,63.0,"Fri, Dec 15, 2023",Entertainment
Transaction2 on Shopping,76.0,"Fri, Dec 15, 2023",Shopping
Transaction3 on Food,50.0,"Fri, Dec 15, 2023",Food
Transaction4 on Food,194.0,"Fri, Dec 15, 2023",Food
Transaction5 on Transportation,121.0,"Fri, Dec 15, 2023",Transportation
Transaction6 on Transportation,141.0,"Fri, Dec 15, 2023",Transportation
Transaction7 on Entertainment,147.0,"Fri, Dec 15, 2023",Entertainment
Transaction8 on Transportation,122.0,"Fri, Dec 15, 2023",Transportation
Transaction9 on Entertainment,186.0,"Fri, Dec 15, 2023",Entertainment
Transaction10 on Food,48.0,"Fri, Dec 15, 2023",Food
Transaction11 on Shopping,148.0,"Fri, Dec 15, 2023",Shopping
Transaction12 on Entertainment,25.0,"Fri, Dec 15, 2023",Entertainment
Transaction13 on Fitness,52.0,"Fri, Dec 15, 2023",Fitness
Transaction14 on Fitness,96.0,"Fri, Dec 15, 2023",Fitness
Transaction15 on Food,38.0,"Fri, Dec 15, 2023",Food
